"","x"
"1",-0.534792206268823
"2",0.696890854223451
"3",-0.998063852969124
"4",1.61831764263416
"5",-0.649576704881656
"6",-0.674065998877815
"7",2.12200281710493
"8",0.87488071359041
"9",-0.58401018075756
"10",0.842510939311837
"11",1.29778995136953
"12",1.56682821284859
"13",-0.744872062968229
"14",0.729936323227666
"15",-0.287678616097043
"16",0.326419263263032
"17",0.928751303072883
"18",-1.66564374848292
"19",-1.0881635287118
"20",-0.217583818713225
"21",-0.884761340845549
"22",1.2978795125474
"23",-1.05245347955574
"24",-2.71683722918693
"25",-0.110266017822935
"26",-0.449445143203533
"27",-0.492902345769974
"28",0.185818788887178
"29",1.82241576649782
"30",0.346818600209839
"31",0.699957739316288
"32",-0.481044613185753
"33",-1.3865367704498
"34",0.259071740333846
"35",-0.828220904302732
"36",-1.20223112828086
"37",-0.891475539452345
"38",0.925079962066975
"39",0.28919444574308
"40",-1.30574867788644
"41",-1.83433266567672
"42",0.526185728234196
"43",-0.572051104084637
"44",1.26157411812575
"45",-0.0916155614592967
"46",0.476596119282915
"47",-0.828279429435584
"48",-1.58615545822054
"49",0.988128645543718
"50",-0.961905493926097
"51",-1.0787049379187
"52",0.315681177292907
"53",-0.956522875882995
"54",-0.696557707324462
"55",-1.49886649779292
"56",1.14864076463443
"57",-1.07790384878056
"58",1.178504628483
"59",-0.759514665612005
"60",0.186779659150789
"61",-1.52563367445433
"62",-1.7984039985696
"63",0.484141101359422
"64",-0.607529493298334
"65",0.867859704233575
"66",0.790830375488326
"67",1.75394288897284
"68",-0.898459626539515
"69",-1.56096083375758
"70",-0.272175384455814
"71",1.20189767082723
"72",-0.0743290397121752
"73",0.306385609434044
"74",-1.32804125926318
"75",0.391145410276786
"76",-1.23108375787583
"77",1.29598970448773
"78",0.464804001580822
"79",-0.0379782842161074
"80",-1.37969101347364
"81",1.44951107635874
"82",-0.960169072352742
"83",-0.496087492793171
"84",0.449074758633833
"85",1.08319687827315
"86",1.13207487725594
"87",-0.113042561389294
"88",-1.10697938727889
"89",-0.550413792939402
"90",-0.22696135007265
"91",1.90474370503811
"92",0.123455671767878
"93",-0.764945848269284
"94",1.01553105871857
"95",-0.266341139034582
"96",0.0470613109899852
"97",-2.79941014998371
"98",0.290602766281704
"99",-1.62603401792491
"100",-1.18859248677883
"101",-0.7312971285073
"102",-1.06583452749745
"103",0.446759158681446
"104",0.256472817268346
"105",0.161101908447937
"106",1.54994981262642
"107",-1.49937147622551
"108",0.0462583948347625
"109",-1.44878860428289
"110",0.377479539097276
"111",1.76860898274765
"112",0.583166613318706
"113",-0.437405720339863
"114",1.24110167082504
"115",-2.27179286399115
"116",-1.15507761472832
"117",-0.757896635555971
"118",-0.564233852761619
"119",-1.55286481081375
"120",-1.60316902175081
"121",1.27981444541863
"122",0.685870433286178
"123",1.22928903483284
"124",-0.40010622549121
"125",0.786252644724887
"126",-0.911052489623142
"127",1.31456705188939
"128",-0.289948962332876
"129",0.657479184032462
"130",0.900269583004279
"131",-0.280923259856306
"132",1.21261405178181
"133",0.224033216399862
"134",0.905862153253608
"135",1.22267847369688
"136",0.389295869018891
"137",1.08177870852151
"138",0.472373722833636
"139",-0.343498876884251
"140",0.846808513401061
"141",0.100471249453258
"142",-1.10099309229584
"143",0.639426096704495
"144",-0.288759474181482
"145",0.788455357936016
"146",-0.510456465309357
"147",0.0556243064011329
"148",-0.287689816633662
"149",-0.788000079735913
